id,text,HS,TR,AG,original_text
20697,"LAST MINUTE| @pablocasado_ blames Pedro Sánchez for the #heatwave. He says that if welcoming migrants is not enough, he also has to welcome the sub-Saharan heat. #HappyWednesday #1August",0,0,0,"ÚLTIMA HORA| @pablocasado_ culpa a Pedro Sánchez de la #Oladecalor. Dice que si no tiene bastante con acoger migrantes, que también tiene que acoger el calor subsahariano. #FelizMiércoles #1Agosto"
20698,#SNInternacional More than 40 dead and dozens injured left an attack by the Arab coalition against Al Hudaida https://t.co/0iBW05Shgg,0,0,0,#SNInternacional  Más de 40 muertos y decenas de heridos dejó ataque de la coalición árabe contra Al Hudaida https://t.co/0iBW05Shgg
20699,"COME ON FLOWER THE FUCKING MOTHER, YOU DESERVE IT BIG!!!! @flor_vigna",0,0,0,"VAMOS FLOR LA PUTA MADRE, TE LO RE MERECES GROSA!!!! @flor_vigna"
20700,"Do you want to know your future? If you don't like it, you can change it. SUDACA DESTINATION https://t.co/kjZAPl2k3n",0,0,0,"Quieres conocer tu futuro..? Si no te gusta, puedes cambiarlo. DESTINO SUDACA  https://t.co/kjZAPl2k3n"
20701,"#elcascabel06a hey, turkey attacked in Barcino by blacks, what a political speech against us, you always mark yourself and what a look you look like between an exile in Miami and a nightclub doorman....tourist or not, look to see if you are not part of some kind of organized plot or something XDXDXD",1,0,1,"#elcascabel06a oye, pavo agredido en Barcino por los negratas, menudo discurso político antipodemos te marcas siempre y menuda pinta como de entre exiliado en Miami y portero discoteca....turista o no, mira a ver si no formas parte de algún tipo de trama organizada o algo XDXDXD"
20702,@JordiWild @Frank_Cuesta Go shut the fucking subnormal mouth that has hit you a zasca that has been heard from there.,0,0,0,@JordiWild @Frank_Cuesta Anda cállate la puta boca subnormal que te ha pegado un zasca que se ha escuchado desde allí.
20703,"The sexual harassment of a woman is outrageous, the man who does it is a scoundrel, a sick person and if he has a wife and children, worse because he suffers from aberrations, this evil must be fought and ended. These people must be removed from the companies and stop a prisoner.",0,0,0,El acoso sexual a una mujer es indignante el hombre q lo haga es un canalla un enfermo y si tiene esposa e hijos peor por q padece de aberraciones este mal debemos combatirlo y acabarlo estás personas se deben sacar de las empresas y q paren a una xarcel
20704,@Vale_Landeyra @letianabadiannn Shut up don't make me talk the fucking motherfucker,0,0,0,@Vale_Landeyra @letianabadiannn Cállate no me hagas hablar la puta madre
20705,@todonoticias @jorgejorge68 Shut up coup son of a bitch.!!!,0,0,0,@todonoticias @jorgejorge68 Callate hijo de puta golpista.!!!
20706,"@vikidonda Shut up Tilinga, shame on you, because you are a daughter of a bitch, I mean montonera, you hold a position as a deputy",1,1,1,"@vikidonda Cállate Tilinga atorranta vergüenza da q x ser hija de puta,digo de montonera ocupes un cargo de diputada"
20707,"""If you don't like the La 1 movie, you can watch this short film about the posing of """"Drowning Refugees"""" #FakeNews https://t.co/dmc17w1erv""",0,0,0,"""Si no os gusta la película de La 1 podéis ver este cortometraje sobre el posado de """"Refugiados ahogándose"""" #FakeNews https://t.co/dmc17w1erv"""
20708,Encore the Arabs😂🤣😂🤣 https://t.co/FKF8Uk7lMh,0,0,0,Encore les arabes😂🤣😂🤣 https://t.co/FKF8Uk7lMh
20709,"so bad? Name ta' great! Write down güero, learn to prepare some tamales, you have to get ready for Candelaria. https://t.co/MTE1rVdeOi",0,0,0,"¿Ta malito? Nombre ¡ta' rebueno!  Apúntale güero, aprende a preparar unos tamalitos, hay que irse preparando pa' la Candelaria. https://t.co/MTE1rVdeOi"
20710,"@MartaSUgart @Zurine3 Mujerrrrr don't be like that, he's a good son of a bitch, even a crack son of a bitch.",0,0,0,"@MartaSUgart @Zurine3 Mujerrrrr no seas asi , es un buen Hijo de puta , incluso un crack del hijoputismo."
20712,"- Fucking people born after 1989, what an idiot. + You are from 94, simpleton. - That, give me more reasons to hate them.",0,0,0,"- Puta gente nacida después de 1989, que imbécil es. + Tú eres del 94, simplón. - Eso, dame más motivos para odiarlos."
20713,"Let's give everyone papers, healthcare, pay, that they sell counterfeit products without problem (for the benefit of mafias) and let's complain about the following tax increases. Spain, being cool is expensive",1,0,1,"Démosle papeles a todos, sanidad, pagas, que vendan sin problema productos falsificados (para el beneficio de mafias) y quejemonos la las siguientes subidas de impuestos. España, ser cool es caro"
20714,"@TRANQUlLlTA Hey, shut up, if it bothers you, don't look at the chat and stop calling attention to yourself, slut, my Instagram is trussypussy25 kids",1,1,1,"@TRANQUlLlTA Oye callate que si te molesta pues no mires el chat y deja ya de llamar la atención guarra, mi Instagram es trussypussy25 chavales"
20715,"@joakosinnervios I speak and say what I want and if you don't have the foggiest idea of ​​what I'm talking about better shut up, I always lived as I wanted and not thanks to him.",0,0,0,"@joakosinnervios Hablo y digo lo que quiero y si no tenes la más puta idea de lo que hablo mejor cállate, siempre viví como quise y no gracias a él."
20716,"I wanted to laugh, I put Riaño on Netflix, I tolerated it until the 18th minute, jokes about harassment, rape and female stereotypes.",0,0,0,"Quería reírme, puse Riaño en Netflix, lo toleré hasta el minuto 18, bromas sobre acoso, violación y estereotipos femeninos."
20718,"@BamAlondra shut up you crazy bitch, it's not nerves. I'm just not into being corny. #doganimal",1,1,1,"@BamAlondra ya cállate perra loca, no son los nervios. Sólo no se me da ser cursi. #perroanimal"
20719,"The most shitty thing is that when I was down, I got angry when they called me 'güero'... https://t.co/sPYpVfdYQr",0,0,0,"Lo más cagado, es que cuando estaba morro, me enojaba que me dijeran 'güero'...  https://t.co/sPYpVfdYQr"
20721,"Where are you going my gun??? My dick will have little to do in your ass, you wouldn't notice anything hahaha https://t.co/xdWEs9oM1f",0,0,0,"Dónde vas mi arma??? Mi polla poco tendrá que hacer en tu culo, no notarías nada jajaja https://t.co/xdWEs9oM1f"
20722,"We Venezuelans call the Chinese thieves who buy bad or stolen... they don't make invoices to the client to evade taxes... likewise the exploitative and lazy Arabs who do nothing... else... bad people, ugly and lazy we can be a few Venezuelans... https://t.co/IFZyJXua2G",1,0,1,"los venezolanos llamamos..ladrones a los chinos que comprar bachaqueado o robado..no hacen facturas al cliente para evadir impuestos..igualmente a los arabes explotadores y vagos que no hacen nada..de resto..malagente,feos y vagos podemos ser unos cuantos venezolanos... https://t.co/IFZyJXua2G"
20723,"@DarkPunisher00 @mauriciomacri SHUT UP BOLIVIAN K, THE RECONCHA OF YOUR PUTA MADRE, YOU WANTED TO BREAK UP AND MAKE SHIT THE COUNTRY. NOW YOUR KCHORRA IS TAKEN AWAY FROM YOU AND GOES TO CANA.",0,0,0,"@DarkPunisher00 @mauriciomacri CALLATE BOLIVIANO K ,LA RECONCHA DE TU PUTA MADRE ,UDS QUISIERON QUEBRAR Y HACER MIERDA EL PAIS . AHORA TU KCHORRA LE SACAN LOS FUEROS Y VAN EN CANA ."
20724,"""Has anyone calculated how many sub-Saharans the union of """"gorrillas"""" and """"manteros"""" can absorb?""",1,0,1,"""Alguien ha calculado cuántos subsaharianos puede absorber el gremio de """"gorrillas"""" y """"manteros""""?"""
20725,@hennexsy Shut the fuck up or I'll give you a host,0,0,0,@hennexsy Callate la puta boca o te regalo una hostia
20726,@Hyuberr @PutoMacarron And now the other one Eat his dick again and shut up,0,0,0,@Hyuberr @PutoMacarron Y ahora la otra Cómele la polla otra vez y callate
20727,Hey! Violent sub-Saharans! Talk about it! #L6Nfranco,1,0,1,¡Eh! ¡Subsaharianos violentos! ¡Hablad de eso! #L6Nfranco
20728,@FlalaU_ @UnJoseHabla Shut up whore,1,1,1,@FlalaU_ @UnJoseHabla Callate puta
20729,"Buah, what a slut are you for wearing an unga unga neckline, what an unga unga whore will I get to suck my dick? unga unga https://t.co/0U8TbtwnZD",1,1,0,Buah qué guarra eres por llevar escote unga unga qué puta unga unga llegaré a chuparme la polla? unga unga https://t.co/0U8TbtwnZD
20730,I'm sick of not being able to let people tag me in stuff on FB because I have idiot older relatives.,0,0,0,Estoy hasta la polla de no poder dejar que la gente me etiquete en cosas en FB porque tengo familiares mayores imbeciles.
20731,@cecicarral @juliamengo Shut up whore,1,1,1,@cecicarral @juliamengo Callate puta
20732,Tequila = shameful mayates. https://t.co/DAewdPyIio,0,0,0,Tequila=mayates vergudos.  https://t.co/DAewdPyIio
20733,This is what I found. https://t.co/DWXDTLmP2j via @Confidencial Digital,0,0,0,Esto es lo que he encontrado.   https://t.co/DWXDTLmP2j vía @Confidencial Digital
20734,From the unsigned contract of the Triplex to the burnt notebooks of the driver (a.k.a. 🕵️👮)... What a lazy paper (and directed) thing comes #Lawfare,0,0,0,Del contrato sin firma del Triplex a los cuadernos quemados del chófer (a.k.a. 🕵️👮)... Qué flojita de papeles (y direccionada) viene la cosa #Lawfare
20735,Your mothers are not heavy cloth showing you shitty videos of what they don't even do FUCKING FUNNY????????,0,0,0,Vuestras madres no son tela pesadas enseñándoos vídeos d mierda del wha kno hacen NI PUTA GRACIA????????
20736,"The güera already ""knows"" how to say her name and says her name is Pami ✨❤️",0,0,0,La güera ya ‘’sabe’’ decir su nombre y dice que se llama Pami ✨❤️
20739,Brussels says it fears immigration to Spain will unleash populism. They should equally worry that in part of Europe fascism rules directly.,0,0,0,Bruselas dice que teme que la inmigración en España desate el populismo. Igual deberían preocuparse de que en parte de Europa gobierne el fascismo directamente.
20740,"#EXCLUSIVE: Pablo Casado proposes to hang hams, blood sausages and sausages on the fence of Melilla, to prevent Muslims from jumping over it.",1,0,1,"#EXCLUSIVA:  Pablo Casado propone colgar jamones, morcillas y salchichones en la valla de Melilla, para evitar que los musulmanes la salten."
20742,@mendezr_agus hahahahahahaha bitch you deserved it,1,1,1,@mendezr_agus jajajajajajaja perra te lo merecías
20743,I know you don't know me but I wanted to show you what kind of slut your girlfriend is😃,1,1,1,Sé que no me conoces pero quería enseñarte la clase de zorra que es tu novia😃
20744,Neighbor sucks dick shut up you sing horrible the bitch that gave birth to you,1,1,1,Vecina chupa pija callate la boca que cantas horrible la puta que te pario
20745,"@hectorbecerrilr Shut up kept by the people, son of a bitch; let's see if they give you work in Chiclayo they hate you, Shit",0,0,0,"@hectorbecerrilr Cállate mantenido por el pueblo , Hijo de Puta ; a ver si te dan trabajo en Chiclayo te odian , Cagada"
20746,@_Nakoi you are gorgeous son of a bitch,0,0,0,@_Nakoi tú eres guapísimo hijo de puta
20752,"WHAT EUROPE DOES NOT LIKE TO HEAR AND CALLS IT POPULISM: THE AFRICAN INVASION, where do the assaults on the fences come from, the dozens of boats with illegal immigrants, and the continuous bales of hashish?,... https://t .co/NAqdEEtMDz",1,0,1,"LO QUE A EUROPA NO LE GUSTA OIR Y LE LLAMA POPULISMO: LA INVASION AFRICANA, desde dónde salen los asaltos a las vallas, las decenas de pateras con inmigrantes ilegales, y los contínuos fardos de haschis?,... https://t.co/NAqdEEtMDz"
20753,@FrankliLeonardo Shut up bitch. Hahaha,1,1,1,@FrankliLeonardo Cállate perra. Jajajaja
20754,austin mahone shut up motherfucker i just want to hear abraham,0,0,0,austin mahone callate hijo de puta solo quiero oir a abraham
20755,#Table on a subject of bullying... Grandma is going to put the images of flirting... On your face Darthes!,0,0,0,#Mesaza en un tema de acoso... La abuela le va a poner las imágenes del coqueteo... En tu cara Darthes!
20756,"It's not cool to come with your tops and teaching in the gym fucking whore, I came to train not to know how I can put it in you.",1,1,1,"No es a huevo venir con tus tops y enseñando en el gym pinche puta, vine a entrenar no a saber de qué manera te la puedo meter."
20757,"@FRivero2 @diegoalvarezmgl Yes you can! All the assholes who will be cheering for Reverte for leaving that lesbian bitch in her place. At least the disgust that Reverte gives is part of a character who feeds him, the others do it for free.",1,1,0,"@FRivero2 @diegoalvarezmgl ¡Sí se puede! Todos los imbéciles que estarán jaleando a Reverte por dejar a esa zorra lesbiana en su sitio. Al menos el asco que da Reverte es parte de un personaje que le da de comer, los otros lo hacen gratis."
20758,"THE FUCKING MOTHER WHAT HAD CRIED BECAUSE OVER HE LOVED HIM, RAMA DESERVED THE WORLD https://t.co/zXG0vg0VgD",0,0,0,LA PUTA MADRE LO Q HABÍA LLORADO XQ ENCIMA LO RE AMABA A RAMA SE MERECÍA EL MUNDO https://t.co/zXG0vg0VgD
20759,"All I want for Xmas is yoQUE TE CALLES DE UNA PUTA VEZ, LOQUER, CÁLLATE YA",0,0,0,"All I want for Xmas is yoQUE TE CALLES DE UNA PUTA VEZ, LOQUER, CÁLLATE YA"
20760,"My sister sent me the Hey Fonsi thing and I did it right, haha ​​in your face bitch 😎",1,1,1,"Mi hermana me mando lo de Hey Fonsi y lo hice bien, jaja en tu cara zorra 😎"
20761,#Pendejos Don't call me gringo You fucking beaner Stay on your side Of that goddamn river Don't call me gringo You beaner Don't tell me beaner Mr. puñetero I'll get you scared For racist and culero Don't call me frijolero Pinche gringo puñetero,1,0,1,#Pendejos  Don't call me gringo You fuckin beaner Stay on your side Of that goddamn river Don't call me gringo You beaner  No me digas beaner Mr. puñetero Te sacaré un susto Por racista y culero No me llames frijolero Pinche gringo puñetero
20762,@GladisDiputada @Almagro_OEA2015 @OEA_oficial OLD CEROTA DAUGHTER OF THE GREAT BITCH SHUT UP DAMN BITCH.,1,1,1,@GladisDiputada @Almagro_OEA2015 @OEA_oficial VIEJA CEROTA HIJA DE LA GRAN PUTA CALLATE MALDITA PERRA.
20763,@CandeeLucero_ @MLauttaro Shut up bitch,1,1,1,@CandeeLucero_ @MLauttaro Cállate puta
20764,The new generation of undocumented.,0,0,0,La nueva generación de indocumentados.
20765,"@Felipez360 But that declassification was also very unfair and dirty, something less abused was preferred",0,0,0,"@Felipez360 Pero tambien fue muy injusta y guarra esa desclasificacion, se preferia algo menos abusado"
20766,"@yasmicabaleiro Hahahahaha shut up you old bitch hahaha, I already passed one, too much hahahaha",1,1,1,"@yasmicabaleiro Jajajajaja callate zorra vieja jajaja, ya aprobé una, demasiado jajajaja"
20767,@BeeluArzola You are the pajera.. you fucking bitch and the only thing you can do is open your legs ..... xk you whores open them if you don't know how to be a lame mother.,1,1,1,@BeeluArzola Tu eres la pajera.. perra de mierda k lo unico k saces hacer es abrir tus piernas ..... xk putas las abres si no saves ser madre cojuda.
20768,"He said that you talk a lot of shit, finish and eat it before my mom arrives.",0,0,0,"Dijo que mucha mierda hablas, acaba y comemela antes que llegue mi mama."
20769,@ShailynYanika hahahahahaha if you're a bitch HE WILL ALWAYS BE A CABRON,1,1,1,@ShailynYanika jajajajajaja si tu eres una perra EL SIEMPRE SERÁ CABRON
20770,Nothing richer than Zacahuilt de la güera and a coke 🤤,0,0,0,Nada más rico que Zacahuilt de la güera y una coca 🤤
20771,"@Jaack Look, the fact that you don't know how to appreciate it doesn't give you the fucking right to insult him, okay? So shut the fuck up, he's a much better person than you, asshole.",0,0,0,"@Jaack Mirá que tú no lo sepas apreciar no te da el puto derecho de insultarle ok? Así que cállate la puta boca que él es mucho mejor persona que tú, Imbécil."
20772,"My girlfriend's house is fucking milk, streamer neighbors, porn house, it has it all!",0,0,0,"La casa de mi novia es la puta leche, vecinos streamers, casa del porno, lo tiene todo!"
20773,"there was a guy saying that carl deserved to die, blocked by son of a bitch #TWD8enFOX",0,0,0,"había un chabon diciendo que carl merecía morir, bloqueado por hijo de puta #TWD8enFOX"
20774,"Sometimes, without papers in front, the speeches come better. Between 26'-60', Dr. Cavadas' speech is inspiring and realistic. Congratulations and I agree with the claim of the #EffortCulture against mediocrity. https://t.co/KtDwR6H8af",0,0,0,"A veces, sin papeles delante, los discursos llegan mejor. Entre 26'-60', el discurso del doctor Cavadas es inspirador y realista. Enhorabuena y coincido con la reivindicación de la #CulturadelEsfuerzo en contra de la mediocridad. https://t.co/KtDwR6H8af"
20775,"UNPOPULAR OPINION After years living in Spain, being a dirty sudaka I have come to this conclusion: Spanish dubbing has NOTHING to envy to Latin dubbing. Don't@me.",1,0,1,"OPINIÓN IMPOPULAR Después de años viviendo en España, siendo yo un sucio sudaka he llegado a esta conclusión:  El doblaje español no tiene NADA que envidiarle al doblaje latino. Don't @ me."
20776,"Thousands of Spanish graduates who have left, or have stayed, and dedicate themselves to serving coffees to foreigners not even 1 page To the only black who seems to not want to dedicate himself to stealing, selling drugs, raping and living by little headlines full page #NosTomanPorImbéciles https://t.co/2pR0YPtNCA",1,0,1,"Miles d españoles licenciados q se han ido, o se han quedado, y se dedican a servir cafés a extranjeros ni 1 página  Al único negro q parece q no quiere dedicarse robar, vender droga, violar y vivir d paguitas titular a toda página  #NosTomanPorImbéciles  https://t.co/2pR0YPtNCA"
20777,OUR POOR FIRST!! DEMAGOGY AGAINST #IMMIGRATION Don't be fooled! https://t.co/Az7MY2mPpm https://t.co/MlVVNrU7HK,0,0,0,¡¡NUESTROS POBRES PRIMERO!! DEMAGOGIA CONTRA LA #INMIGRACIÓN ¡no te dejes engañar! https://t.co/Az7MY2mPpm https://t.co/MlVVNrU7HK
20778,"@Sucubo25 Come to my MD, I'll show you what pleasure is whore",1,1,1,"@Sucubo25 Ven ami MD, te enseñaré lo que es placer puta"
20779,"Perfect example of how NOT to design a questionnaire, I keep it for my students #periodismo #opinionpublica :/ :/ @UCMccinf #encuestas #metodologia #ccss #immigracion https://t.co/cpkuQeMDfr",0,0,0,"Ejemplo perfecto de cómo NO hay que diseñar un cuestionario, me lo guardo xa mis alumnos #periodismo #opinionpublica :/ :/ @UCMccinf #encuestas #metodologia #ccss #inmigracion https://t.co/cpkuQeMDfr"
20780,@ash_london I hate you more like this even if you try to ignore it daughter of fruit you messed with our baby now fuck you bitch and stop your hypocrisy,0,0,0,@ash_london mas odio asi ti aunque intentes ignorarlo hija de fruta te metiste con nuestro bebé ahora jodete perra y deja tu hipocresía
20781,"@elisacarrio Shut up you fat son of a bitch, the times I saw you enter the church on Av Santa Fe, not having sent you to your mother's shell. Sucks dick of Chaco repressors.",1,1,1,"@elisacarrio Cállate gorda hija de puta, las veces que te vi entrar en la iglesia de Av Santa Fe, no haberte mandado a la concha de tu madre . Chupa pija de represores chaqueños."
20782,"that if the language, that if it is harassment, that if it is a mess of skirts.",0,0,0,"que si el lenguaje, que si es acoso, que si es lío de faldas."
20783,"@Daniela__Valdiv dani I couldn't hear because they checked you in the United Arab Emirates, are they also strict? We want to travel there and I would like to know 🙏🏻",0,0,0,"@Daniela__Valdiv dani no alcancé a escuchar porque te habían revisado en los Emiratos Arabes, son también estrictos? Queremos viajar para allá y me gustaría saber 🙏🏻"
20784,You're from the 70's and I'm a 90's bitch,1,1,0,Tú eres de los 70’ Y yo soy una zorra de los 90’
20785,"@ConElMazoDando You are the bitch among the bitches out there. Filthy, stinking, spoiled, swine, thief, dirty, murderous, little bitch!",1,1,1,"@ConElMazoDando Tú eres la perra entre las perras que hay. Perra inmunda, hedionda, malparida, puerca, ladrona, sucia, asesina, pecuecua!"
20786,You have spent decades calling Maribel Verdú a 'slut' for teaching horn. Or Victoria April. Nor are we going to ask the elm for pears.,0,0,0,Os habéis pasado décadas llamando 'guarra' a Maribel Verdú por enseñar cacho. O a Victoria Abril. Tampoco vamos a pedirle peras al olmo.
20787,"Thunder your shitty voices make them all — Kid, shut the fuck up. https://t.co/H1yy5R2yDO",0,0,0,"Trueno tus voces de mierda los hacen todos — Chaval, callate de una puta vez. https://t.co/H1yy5R2yDO"
20788,"My God! I am seeing Mexican, Chilean, Peruvian, Russian, Arab, gringo people. Mainly Chinese, Japanese and the occasional Thai voting non-stop! THIS IS OUT OF CONTROL!!! 🔥🔥 #緑谷と爆豪でタッグ点灯 🎉👌",0,0,0,"Dios mio! Estoy viendo a personas mexicanas, chilenas, peruanas, rusas, árabes, gringas. Principalmente chinos, japoneses y alguno que otro tailandeses votando sin parar! ESTO SE ESTA DESCONTROLADO!!! 🔥🔥   #緑谷と爆豪でタッグ点灯 🎉👌"
20789,"I'm already doing well, I fart my little hair, my old woman dancing, the very whore, showing her buttocks.",1,1,1,"Ya ando bien pedo mi razita, mi vieja bailando la muy puta enseñando las nalgas."
20790,"@toxiclxui you are my whore, no, my favorite whore❤",1,1,1,"@toxiclxui tú eres mi puta no, mi putisima favorita❤"
20791,"""And if we ""return"" Ceuta and Melilla and thus stop jumping the fence? https://t.co/IcgvJ1wXxt""",0,0,0,"""¿Y si """"devolvemos"""" Ceuta y Melilla y así dejan de saltar la valla? https://t.co/IcgvJ1wXxt"""
20792,This is provocation. Motherfucker. https://t.co/wkLpJPDiCq,0,0,0,Esto es provocación. Hijo de puta. https://t.co/wkLpJPDiCq
20793,............ THE ARABS IN AFRIQUE ............. . https://t.co/hyZ1VT0510,0,0,0,............  LES   ARABES      EN  AFRIQUE     ............. . https://t.co/hyZ1VT0510
20795,"@Mzavalagc Fucking-bitch murderer of the children of the abc nursery. Go away, you are the worst criminal, corrupt thief, murderer, shit, chorrillo, of the shit called calderrata and of all the delinquents that surround you-only-poo-you have in you disgusting",1,1,1,"@Mzavalagc Pinche-perra asesina de los niños de la guarderia abc.vete tu eres la peor delincuente, corrupta ratera, asesina , mierda, chorrillo, de la mierda llamada calderrata y de todos los- delincuentes quevte rodean-solo- caca- tienes en tu asqueroso "
20796,Taking advantage of the anniversary will come the accusations of rape and harassment. Let's see who falls. 🤔 https://t.co/Bxf9V5kcMt,0,0,0,Aprovechando el aniversario vendrán las acusaciones de violacion y acoso. Veamos quien cae. 🤔 https://t.co/Bxf9V5kcMt
20797,@luciia1906 @iFerryUHC shut up you bastard bitch >:v ok no,1,1,1,@luciia1906 @iFerryUHC callate perra malparida >:v ok no
20798,"@passion_vigna I also read that they called laurita a bitch an hypocrite that she didn't deserve dancing cuckold, many ugly things and I read things from Lau's fans, it's also horrible",0,0,0,@passion_vigna Igual lei que le decian perra a laurita ipocrita que no se merecia el bailando cornuda muchas cosas feas y lei cosas de las fans de lau tambien es horrible
20799,I am so so happy for my friend pochaa.. you are all son of a bitch. Never die. YOU DESERVE EVERY GOOD THAT HAPPENS TO YOU,0,0,0,Estoy tan tan feliz por mi amiga pochaa.. sos todo hija de perra. No te mueras nunca.TE MERECESS TODO LO BUENO QUE TE PASAAAAAAAA
20801,"@Kevinn_almiron Shut up, everyone saw how I slept and you slept, ARE YOU GOING TO ACCEPT IT OR NOT YOU SON OF A BITCH FIRST NOTICE",0,0,0,"@Kevinn_almiron Cállate que todos vieron como dormía y dormis, LO VAS A ACEPTAR O NO HIJO DE PUTA PRIMER AVISO"
20802,"@Hitler__Braun Search by dictionary. What's next after pretty? that's right, slut",1,1,1,"@Hitler__Braun Busca por diccionario. Q es lo siguiente después de guapa? Exacto, guarra"
20804,@A24COM Shut up son of a bitch! Corrupt stream. You started the violence as always.,0,0,0,@A24COM Callate hijo de puta! Chorro corrupto.uds.empezaron la violencia como siempre.
20805,Life is whore and the woman is a lady,0,0,0,La vida es puta Y la mujer es una señora
20806,@salvameoficial Is this what you deserve in the fucking mouth of salvame? https://t.co/DbYLJIkwhz,0,0,0,@salvameoficial Esto es lo que os merecéis en la puta boca los de salvame? https://t.co/DbYLJIkwhz
20807,"Son of a bitch, you're a pain in the ass, shut up now. https://t.co/QBtbRVJa14",0,0,0,"Hijo de tu puta madre, eres un pesado callate ya. https://t.co/QBtbRVJa14"
20808,@suso_linares @Mishaki @Visentico @MrDonZea @earthblues I haven't seen it yet. #allwhores,1,0,0,@suso_linares @Mishaki @Visentico @MrDonZea @earthblues No la he visto todavía. #todasputas
20809,what an arabic song by ecko ahre,0,0,0,qué temazo arabe de ecko ahre
20810,"@MarcSuRI @jg_dominguez Shut up, you fucking Catalan fascist, human scum, rotten tempt, sewer rat... and leave your mother alone, poor thing...",0,0,0,"@MarcSuRI @jg_dominguez Calláte tú,fascista catalán de mierda,escoria humana,deshecho de tienta,rata de cloaca....y deja a tu madre en paz, la pobre...."
20811,"""A few inches away from running over me, he's an IMMIGRANT, while I was crossing the street with a green light. I told him there was a green light, but he waved at me as if to say:""""What do I care, dog!!!"""" I was going to take a photo of the license plate of the vehicle, but it escaped. This is the shit, https://t.co/06C98w5Jm6""",0,0,0,"""A cms. de atropellarme  un tipo, es INMIGRANTE, mientras, cruzaba la calle con luz verde. Le indiqué había luz verde, pero me hizo una señal como queriendo decir:""""Qué me importa perro!!!"""" le iba a tomar una foto a la patente del vehículo, pero se fugó. Esta es la mierda, https://t.co/06C98w5Jm6"""
20812,"It should be legal to share the face of these sons of bitches, not to be afraid to show it. https://t.co/Gj1bYp0Cwe",0,0,0,"Tendría que ser legal compartir la cara de estos hijos de puta, no encima tener miedo de enseñarla. https://t.co/Gj1bYp0Cwe"
20815,"""The same as the problem of immigration is not due to the policies of the Government of Pedro @sanchezcastejon, nor is the """"improvement"""" of the economic situation due to his decisions in 60 days 60. """"It has meant a change of era in the Spanish politics"""" @20m https://t.co/IzaB9N5Bp0""",0,0,0,"""Lo mismo que el problema de la inmigración no es por las políticas del Gobierno de Pedro @sanchezcastejon tampoco la """"mejora"""" de la situación económica es por sus decisiones en 60 días 60.  """"Ha supuesto un cambio de época en la política española"""" @20m https://t.co/IzaB9N5Bp0"""
20816,me: oh the worst enemy of a woman is another woman also me: that old woman is a bitch me again: we should respect each other,0,0,0,me: ay el peor enemigo de una mujer es otra mujer also me: esa vieja es bn zorra me again: deberíamos respetarnos entre nosotras
20817,"The supermarkets in Argentina are a mockery and an affront, no matter how dirty their public is, the quality of the products is offensive, and the prices of that garbage are like slapping people. Training for post-Macri Venezuela I'm talking about the super that in Peronia, they consider top.",1,0,1,"Los supermercados de Argentina,son una burla y una afrenta,por mas sudaca,q sea su público,la calidad de los productos,es ofensiva,y los precios de esa basura,es como cachetear a la gente.Entrenamiento para la Venezuela pos Macri?Hablo de los super que en Peronia, consideran top."
20818,@sonoeduardo don't be a fucking son of a bitch better shut up and withdraw your comments asshole,0,0,0,@sonoeduardo no seas pinche hijo de puta mejor callate y retira tus comentarios pendejo
20820,"So, what bothers you more when you hear 'green and white sons of bitches' or 'my girlfriend is a Sevilla fan and she's a bitch'? Said both by professional players after winning a derby... #keep crying",0,0,0,"Entonces, ¿qué te molesta más oir 'verdiblancos hijos de puta' o 'mi novia es sevillista y es una putada'? Dichas ambas cosas por jugadores profesionales después de ganar un derbi... #seguirllorando"
20821,The groguicidal ultras have bull and total impunity to go hunting for the coup leader indepe catalufo separata all for the homeland viva franco and viva letizio 🇪🇸 https://t.co/3EcJpPcwlS,0,0,0,Los ultras groguicidas tienen bula e impunidad total para ir a la caza del golpista indepe catalufo separata todo por la patria viva franco y viva letizio 🇪🇸 https://t.co/3EcJpPcwlS
20822,Do not miss today at 10:30 pm on @TeleritmoTv the program #leytexana guest artist Güero Robles Teleritmo Sonando Recio https://t.co/2C3Ubrq8pP,0,0,0,No te pierdas hoy 10:30pm por @TeleritmoTv el programa #leytexana artista invitado Güero Robles  Teleritmo Sonando Recio https://t.co/2C3Ubrq8pP
20823,"Retweeted Carlos Peñaloza (@GenPenaloza): UNDOCUMENTED about to enter a coma. Izarra and Mary Pili stood up to him. In addition, his 3 stepsons are accused in the US of laundering $200 million. It must be the money from the... https://t.co/PYIXWYkgaY",0,0,0,Retweeted Carlos Peñaloza (@GenPenaloza):  INDOCUMENTADO a punto de entrar en coma. Se le alzaron Izarra y Mary Pili. Ademas sus 3 hijastros son acusados en EEUU de lavar $200 millones. Debe ser el dinero de la... https://t.co/PYIXWYkgaY
20825,"@CineJavi All my fucking life, boobs have been and will be a trend, and if they find an excuse to show them, better, what the hell, such nonsense.",1,0,0,"@CineJavi Toda la puta vida las tetas fueron y serán tendencia, y si buscan excusa para enseñarlas, mejor, que coño tanta tonteria."
